#https
#cuts
#val err
0.6735 0.0055550172
0.6755 0.0055550172
0.672 0.0055550172
0.6685 0.0054824983
0.6645 0.0054100446
0.6545 0.0053385322
0.64 0.0028267187
0.619 0.0027257454
