#https
#cuts
#val err
0.954 0.0087402958
0.9495 0.0085722967
0.946 0.0085722967
0.9385 0.0085722967
0.9215 0.0086561849
0.8965 0.0084062976
0.866 0.009344
0.8285 0.008996
