#https
#cuts
#val err
599.0 1206.09
498.7 835.21
403.0 625.00
332.5 449.44
273.6 345.96
223.4 268.96
180.8 204.49
144.5 158.76
113.9 118.81
88.3 86.49
67.1 65.61
50.0 44.89
