#https
#cuts
#val err
0.0148 0.00012566
0.0146 0.00009940
0.0234 0.00004109
0.0226 0.00002372
0.0292 0.00002247
0.0304 0.00002190
0.032 0.00002343
0.0316 0.00002247
0.0316 0.00002247
0.032 0.00002343
0.0304 0.00002190
0.0292 0.00002247
0.0226 0.00002372
0.0234 0.00004109
0.0146 0.00010795
0.0148 0.00012566
