#https
#cuts
#val err
0.0166 2.5600000000000004e-08
0.0291 2.2499999999999996e-08
0.0429 3.2400000000000006e-08
0.0556 4.4100000000000004e-08
0.0673 6.25e-08
0.0784 8.41e-08
0.0881 1.225e-07
0.0973 1.7640000000000002e-07
0.107 2.6010000000000006e-07
0.114 3.7209999999999995e-07
0.123 5.328999999999999e-07
0.131 7.744e-07
